iid,grupo,or,ctor,sexo,edad,inve,uso_app,tarjeta_debito,tipo_tarjeta,formacion
991,ctrl,1,1,0,48.52522101,30364.29909,1,0,2,4
992,ctrl,0,0,1,35.49947815,34039.81986,0,1,3,3
993,trat2,0,0,0,59.94688916,36705.04917,1,1,2,2
994,trat2,1,1,1,30.41959556,72009.39393,0,0,4,3
995,trat2,1,1,0,40.77421561,70965.88964,0,0,4,2
996,trat1,1,0,0,49.82074838,48742.42299,0,1,2,3
997,trat2,1,1,0,28.98906024,64323.45545,1,1,3,3
998,trat2,0,0,0,58.44594005,36648.54708,1,0,3,2
999,trat1,0,0,0,54.97413888,40249.20797,0,1,3,4
1000,ctrl,0,0,0,39.04239605,56231.81064,0,1,5,3
1001,ctrl,0,0,0,41.15165341,35529.7615,0,0,2,3
1002,trat2,1,1,1,26.07832926,72546.60758,1,1,3,3
1003,ctrl,0,0,1,54.33025698,50055.29775,1,0,3,2
1004,trat1,1,0,1,54.87812663,44184.96267,1,1,3,3
1005,trat1,1,0,0,59.36085017,49467.83972,1,0,3,3
1006,trat2,1,1,0,26.00992659,61906.34,0,0,3,2
1007,trat1,1,1,0,48.4052423,62815.90003,0,0,3,2
1008,ctrl,0,0,1,47.24945731,36590.97525,1,0,3,2
1009,ctrl,0,0,1,47.05573852,42712.51734,1,0,2,3
1010,trat2,1,1,0,56.94960808,58040.74852,0,0,3,4
1011,trat2,1,1,1,38.44409161,65615.27802,1,0,3,4
1012,trat2,0,0,0,51.86595511,51801.1112,0,1,2,2
1013,ctrl,0,0,1,45.40355889,40935.62833,0,1,3,2
1014,trat2,0,0,1,45.23171786,43744.23742,0,0,2,3
1015,ctrl,1,1,0,52.85978869,30235.28136,0,1,2,2
1016,trat1,1,0,0,41.08581564,46452.22576,0,1,3,2
1017,trat2,0,0,1,39.01234197,47552.30675,1,0,3,5
1018,trat2,1,1,1,48.09234275,64726.73337,1,0,2,3
1019,trat2,0,0,1,50.49280162,53302.86779,0,1,4,3
1020,ctrl,0,0,1,54.16857472,65082.3635,1,1,2,4
1021,trat2,1,1,0,27.80350394,60740.22705,1,1,3,5
1022,trat1,1,1,0,70,62427.9986,0,0,2,2
1023,trat2,0,0,1,41.8586285,56582.67224,0,0,4,2
1024,trat2,1,1,1,43.85565604,69598.96369,0,0,3,3
1025,trat1,1,0,0,65.46548211,42927.73195,1,1,3,5
1026,ctrl,1,0,0,44.35014299,48467.96533,1,1,1,2
1027,trat2,1,1,0,39.96015839,67777.92459,1,1,1,2
1028,trat2,0,0,0,60.85606904,55151.23176,0,0,2,3
1029,ctrl,0,0,1,37.51230216,43098.41141,0,1,2,3
1030,trat2,1,1,0,47.06203462,64124.37572,1,0,3,2
1031,ctrl,0,0,0,27.49983297,44063.39272,0,1,2,4
1032,trat2,0,0,0,40.28920283,44475.26449,1,1,1,2
1033,trat2,0,0,1,63.47012089,51234.05911,0,1,2,5
1034,ctrl,1,1,1,49.5177747,29354.36399,1,1,2,3
1035,trat2,1,1,1,20.08732517,65270.65386,1,0,3,2
1036,trat2,1,0,0,41.54168145,45401.62051,1,1,3,3
1037,ctrl,1,0,0,49.55748061,29053.34925,0,0,3,3
1038,trat2,1,1,0,49.63923205,72637.61405,1,1,2,2
1039,trat2,1,1,1,21.56752626,66641.53099,1,1,5,3
1040,trat2,1,0,0,51.35520663,48664.38451,0,0,2,3
1041,trat1,1,1,0,40.59513847,63499.48447,0,1,3,3
1042,trat1,0,0,0,36.44103686,42716.61358,0,0,3,2
1043,trat2,0,0,0,51.06611644,44162.81025,0,0,4,2
1044,trat2,1,1,1,45.84789845,69942.19753,0,0,1,4
1045,ctrl,1,0,0,44.33851151,55618.17377,0,1,3,2
1046,ctrl,0,0,1,54.70288477,49069.44528,1,0,2,4
1047,trat2,1,1,0,40.50628433,63550.00382,0,1,3,3
1048,ctrl,0,0,0,41.85466513,46201.0753,0,0,2,2
1049,trat1,0,0,0,30.06455614,47257.55871,0,1,2,3
1050,trat1,0,0,0,44.30630521,49934.0533,1,1,2,2
1051,trat1,0,0,0,61.08145852,50165.06558,0,1,2,2
1052,trat1,1,1,0,46.46636164,63326.57939,1,0,3,2
1053,trat1,1,0,0,40.4489744,51484.81756,1,0,2,2
1054,trat2,1,1,0,25.24182329,57668.70184,0,1,4,2
1055,trat2,1,1,0,18,62983.29356,1,0,3,3
1056,ctrl,0,0,1,57.10906417,42669.23815,1,1,3,3
1057,trat2,0,0,0,51.83263941,47420.77632,1,1,3,4
1058,ctrl,1,0,0,42.0702374,37540.15551,0,1,3,3
1059,ctrl,0,0,0,61.91528316,53169.32324,1,0,2,2
1060,trat1,1,0,1,61.95802827,46247.32606,1,0,3,4
1061,trat1,1,1,0,65.96459367,57432.17056,0,0,3,3
1062,ctrl,0,0,0,51.27176156,43737.72953,1,0,2,3
1063,ctrl,1,0,1,46.14516392,45310.14992,0,1,5,2
1064,trat2,0,0,0,45.70144301,43967.8097,1,0,2,2
1065,ctrl,0,0,0,70,48968.07149,0,1,2,4
1066,trat1,1,1,1,68.73147359,60632.07196,0,0,3,3
1067,trat2,0,0,1,52.33584691,51547.87025,1,0,3,2
1068,ctrl,0,0,1,64.03893637,50526.16773,0,1,2,2
1069,trat1,1,1,0,48.2819311,62404.85279,0,0,3,4
1070,trat2,1,1,1,44.57180049,71786.82488,1,0,3,3
1071,trat1,1,1,1,55.50928519,58644.53673,0,1,1,3
1072,trat1,1,1,0,32.39009546,59399.42259,0,0,2,3
1073,trat1,1,0,0,51.31078358,44987.21951,1,1,2,3
1074,trat1,1,1,0,58.0809855,62596.36768,1,0,3,3
1075,trat2,1,1,1,39.83424973,71332.59523,1,1,3,2
1076,trat2,0,0,1,59.41496685,42011.40664,0,0,4,2
1077,ctrl,0,0,1,48.79386723,47982.72094,1,0,3,3
1078,ctrl,0,0,1,70,48792.35987,1,0,3,3
1079,trat2,1,1,0,26.58665972,69789.36171,1,0,3,2
1080,trat2,0,0,1,59.62461814,53475.72072,1,1,1,2
1081,trat2,1,0,1,70,44072.1374,0,0,3,2
1082,ctrl,0,0,1,42.22558592,52815.24267,0,0,1,2
1083,ctrl,0,0,1,31.43484598,43445.61183,1,0,1,3
1084,trat2,1,1,1,45.85408577,63233.78309,0,0,3,4
1085,trat1,1,1,1,49.03829235,74213.83099,1,0,3,2
1086,ctrl,0,0,1,29.57367464,48665.07592,1,1,2,2
1087,ctrl,0,0,0,37.17819973,49859.76138,1,0,2,3
1088,ctrl,1,0,0,35.19427877,50413.15518,1,1,2,3
1089,trat1,1,1,0,43.37437171,56084.7566,1,1,5,3
1090,trat2,0,0,0,57.39802604,44979.57966,0,0,2,2
1091,trat1,1,1,1,41.75032012,68717.46412,1,1,3,5
1092,ctrl,0,0,1,36.00758953,52506.68497,0,0,2,2
1093,ctrl,1,0,0,50.82917811,43726.83168,0,1,2,2
1094,ctrl,0,0,1,55.76957804,51598.01029,1,1,5,2
1095,trat1,1,0,0,63.69022813,49228.41242,1,1,2,2
1096,trat1,0,0,0,42.70557395,57140.87639,1,0,3,3
1097,trat1,1,1,1,56.36471953,62173.38848,0,1,5,2
1098,trat2,0,0,1,54.91181896,43624.68991,0,1,3,2
1099,ctrl,1,0,1,42.61455861,30369.50234,0,0,3,3
1100,ctrl,0,0,1,53.27075433,48268.31663,1,0,2,5
1101,trat1,1,1,0,40.77725003,53710.03277,0,0,3,3
1102,trat1,1,1,0,46.11955594,64113.55013,1,0,3,3
1103,ctrl,0,0,0,51.98348349,53750.08872,1,0,1,3
1104,trat1,1,1,0,66.26183881,62219.63434,0,1,2,2
1105,trat1,0,0,1,49.75898826,42850.265,0,0,3,5
1106,trat2,1,1,0,43.76912867,66751.70182,1,0,1,2
1107,trat2,0,0,1,47.08739368,46802.62715,0,0,4,2
1108,trat1,1,0,0,58.23624217,42041.6945,0,0,2,2
1109,trat1,1,0,0,48.1810285,34528.10285,1,1,4,5
1110,trat2,0,0,1,30.84071256,38733.35807,0,1,3,2
1111,ctrl,1,0,1,46.2162833,49231.34092,0,0,2,3
1112,trat1,0,0,0,47.16777544,44481.54135,0,0,1,2
1113,trat2,0,0,0,50.96180901,44560.82659,1,0,2,2
1114,trat2,1,1,1,43.98943564,63544.41084,0,1,3,2
1115,ctrl,1,1,0,43.24331921,32686.79892,1,1,2,3
1116,ctrl,0,0,1,52.42092167,49834.19207,1,1,2,2
1117,trat2,1,1,0,46.89768507,62967.03983,1,0,1,4
1118,trat1,0,0,0,46.98516874,44510.17187,0,1,2,5
1119,ctrl,0,0,0,41.41294938,44432.67191,1,1,2,3
1120,trat2,1,1,0,32.33429809,60693.37783,1,1,1,1
1121,ctrl,1,0,1,52.65767338,45842.37244,1,0,5,2
1122,ctrl,1,0,1,38.34529036,54959.60838,0,0,2,3
1123,trat1,1,1,1,53.65641138,54168.1876,0,1,3,3
1124,ctrl,0,0,1,59.77765331,33750.20626,0,1,2,3
1125,ctrl,0,0,1,43.88287655,33500.12724,0,1,3,4
1126,ctrl,0,0,1,59.80362579,37761.51296,0,1,3,3
1127,trat1,0,0,0,51.39057525,43355.48678,1,1,1,4
1128,trat2,0,0,1,58.41127029,45848.55065,0,0,3,2
1129,ctrl,0,0,0,32.09572177,56784.39668,0,1,5,4
1130,trat2,0,0,1,32.03449864,38616.14084,1,1,2,3
1131,trat2,0,0,1,41.30663978,43813.79645,0,0,2,4
1132,trat1,1,1,1,70,57705.40438,1,1,3,3
1133,trat1,0,0,1,62.68675015,45138.67133,0,0,5,2
1134,trat2,1,1,1,37.11936731,70517.61593,1,0,3,2
1135,trat1,1,1,0,47.83418776,61322.88657,0,0,3,2
1136,trat1,0,0,0,70,38337.48125,1,1,3,3
1137,trat2,0,0,0,45.5161154,64672.62142,0,0,2,4
1138,ctrl,1,0,0,59.24354987,42382.3201,1,0,3,2
1139,trat2,1,1,0,28.30756621,57599.95971,1,0,3,3
1140,ctrl,0,0,1,52.02938157,45669.16807,1,0,2,1
1141,trat1,1,1,0,65.51296575,56745.87458,1,1,3,4
1142,trat2,1,1,0,22.79382461,65385.51501,0,0,3,2
1143,ctrl,0,0,0,51.33408665,43295.03792,1,1,3,1
1144,trat1,0,0,0,60.62951413,48586.7949,0,0,3,3
1145,ctrl,0,0,0,35.25656348,53556.07813,1,1,2,1
1146,trat2,1,0,0,46.67269403,41225.6462,0,0,2,2
1147,trat2,0,0,0,49.24589884,42233.40547,1,1,3,2
1148,trat2,1,1,0,34.79901128,66079.23461,1,0,3,2
1149,ctrl,0,0,0,41.46460252,43875.99475,0,0,3,4
1150,ctrl,1,0,0,35.95220174,41562.68764,1,1,2,5
1151,trat1,0,0,1,44.48017194,43064.48402,1,1,3,2
1152,trat2,0,0,1,59.79652106,39086.96913,1,0,3,3
1153,trat1,0,0,1,49.67007053,42226.49711,1,0,2,4
1154,trat1,1,0,1,58.95866403,36689.56425,0,1,3,3
1155,trat2,1,1,1,19.54727159,51287.71789,0,0,2,2
1156,trat2,1,1,0,33.29378641,69486.85885,1,1,3,3
1157,ctrl,0,0,0,53.99081072,37149.27302,1,1,4,3
1158,trat1,1,1,1,54.21729919,48659.34146,1,0,3,2
1159,trat2,0,0,1,61.58569958,41248.77307,1,0,3,2
1160,ctrl,0,0,0,50.52570079,48099.46745,1,0,1,2
1161,trat2,1,1,0,44.56137268,57318.66137,1,0,3,3
1162,ctrl,0,0,0,47.77288968,51970.21292,1,0,2,4
1163,trat2,0,0,1,63.67498143,39832.21509,0,0,3,2
1164,ctrl,1,1,0,57.42618616,30586.60623,1,1,2,3
1165,ctrl,0,0,1,55.49040875,47740.59223,0,1,2,3
1166,ctrl,0,0,1,38.98715342,49321.78541,0,1,2,5
1167,trat1,1,1,1,34.28319536,64818.80716,0,0,3,3
1168,ctrl,0,0,0,27.56793994,35591.95456,1,1,1,2
1169,ctrl,1,0,0,52.20995392,47798.01028,0,0,2,3
1170,trat1,1,1,1,55.37801619,66961.18897,1,0,1,3
1171,trat2,1,1,1,18.76839317,70317.78683,1,1,4,1
1172,trat2,0,0,0,50.52249209,44353.89892,0,0,2,3
1173,trat2,0,0,0,39.1156657,44883.24269,1,0,2,3
1174,trat1,1,1,1,46.61189332,65708.08613,1,1,3,3
1175,ctrl,0,0,1,30.85431813,44169.79176,1,1,3,2
1176,trat2,1,1,0,35.52570195,67106.97556,1,1,3,2
1177,trat1,0,0,0,45.53097535,48348.48154,1,0,2,4
1178,trat2,0,0,1,48.42992296,40645.05735,1,1,3,3
1179,ctrl,0,0,1,41.32362335,59157.41356,0,0,2,3
1180,trat2,1,1,0,34.88266652,57496.82182,0,1,3,2
1181,ctrl,0,0,0,50.12285152,43483.44976,1,0,3,2
1182,ctrl,0,0,0,44.33187112,36986.056,0,0,3,4
1183,trat1,1,0,0,41.03884669,47041.84514,0,1,3,2
1184,trat1,0,0,1,70,49012.00192,0,0,3,4
1185,trat1,1,1,0,46.55113366,55503.88437,0,1,3,2
1186,ctrl,0,0,0,60.05024005,44782.14557,0,0,3,2
1187,trat2,0,0,0,28.68626476,49003.79117,1,0,3,2
1188,trat1,0,0,1,48.35537576,51284.55327,1,0,2,3
1189,trat1,0,0,0,40.05760099,45495.87842,1,0,5,2
1190,trat2,1,1,0,27.19396761,66055.22302,0,0,3,4
1191,ctrl,0,0,1,58.64755281,61520.32186,0,0,3,1
1192,trat2,1,1,0,41.73613586,66824.96856,1,0,3,2
1193,trat2,0,0,0,45.84236501,42849.64182,0,0,5,2
1194,trat1,1,1,1,69.62865884,55159.32115,1,1,5,3
1195,ctrl,1,0,1,53.37918788,50496.21591,0,0,2,2
1196,ctrl,0,0,0,65.48550491,46651.42103,0,0,2,2
1197,trat1,0,0,0,37.54737519,34301.22485,1,0,3,3
1198,ctrl,0,0,1,43.26396969,45787.91492,0,0,3,1
1199,trat1,1,1,0,60.47519286,62174.63116,0,0,3,3
1200,trat2,1,1,0,40.0143562,64090.85068,0,0,4,1
1201,trat1,1,1,0,66.16440963,61467.38026,1,1,3,3
1202,trat1,0,0,0,41.51270203,45144.92829,1,1,2,2
1203,trat2,1,1,0,44.82242967,67597.54994,1,0,3,4
1204,trat1,1,1,0,43.04233666,69754.11696,1,1,3,3
1205,trat2,0,0,0,56.74616799,30538.94937,1,1,3,2
1206,trat1,0,0,0,32.00892351,52287.20003,1,0,2,3
1207,ctrl,0,0,1,49.36527125,45683.66055,0,1,3,4
1208,ctrl,0,0,1,46.12625895,38214.65578,1,0,3,3
1209,trat1,1,1,0,65.60372039,69955.12997,0,1,4,2
1210,trat2,0,0,0,47.13386299,51163.32276,1,1,5,3
1211,trat2,1,1,1,31.88598753,61530.90594,1,1,3,3
1212,trat1,0,0,0,59.2067302,49887.76372,1,1,2,2
1213,ctrl,0,0,0,49.79582706,41399.76851,1,1,2,2
1214,trat2,1,1,0,50.27856107,62481.38718,1,0,3,2
1215,ctrl,1,0,1,32.81966695,49676.00178,1,1,2,2
1216,trat1,0,0,1,49.61299933,43244.60023,1,0,3,3
1217,trat2,0,0,0,52.54383174,44730.31008,0,1,2,3
1218,trat1,1,1,0,47.00719067,71525.35769,0,1,3,3
1219,ctrl,1,0,0,55.62103187,31287.5171,1,1,2,2
1220,trat1,1,0,1,38.3725573,33227.65736,1,0,3,4
1221,trat2,1,1,0,34.96491273,64570.88012,0,0,3,2
1222,trat2,0,0,1,53.60117833,47182.41284,1,0,2,3
1223,ctrl,1,1,0,38.42760685,26470.35392,0,1,3,2
1224,trat1,1,0,0,50.89524317,45482.23503,0,0,3,3
1225,trat1,1,1,1,48.81652218,63313.44981,1,0,3,2
1226,ctrl,0,0,1,70,46869.97234,0,1,2,2
1227,trat2,1,0,1,47.05682323,42014.86991,1,1,3,3
1228,ctrl,0,0,0,49.09643999,36516.48035,0,0,3,2
1229,trat1,1,1,1,41.27740485,54975.57095,1,1,2,2
1230,trat2,1,1,1,30.40989423,63104.11782,1,0,3,2
1231,ctrl,0,0,0,40.56475396,52564.43106,1,0,2,1
1232,ctrl,1,0,0,35.89088786,41167.54633,0,1,2,3
1233,ctrl,0,0,1,49.25048075,48566.99345,0,0,3,3
1234,trat2,1,1,0,33.07925021,64956.23942,1,1,5,5
1235,ctrl,0,0,1,45.77797074,49611.05597,1,1,3,4
1236,ctrl,0,0,1,54.45614545,41646.8195,1,1,3,3
1237,ctrl,0,0,0,52.11444877,34725.27702,1,0,3,2
1238,trat1,1,0,1,51.59163274,53074.00908,1,0,2,2
1239,trat1,1,0,1,39.51648647,37718.22669,1,0,5,3
1240,ctrl,0,0,0,30.63396645,47630.15112,0,1,2,3
1241,ctrl,0,0,1,39.34419058,48231.23122,1,0,3,4
1242,ctrl,0,0,1,54.79228492,34950.85811,1,1,3,3
1243,trat2,1,1,0,51.80257533,65844.12215,0,0,2,2
1244,trat2,1,1,0,21.18725704,61020.23611,1,1,3,3
1245,trat1,1,0,1,28.62048922,37608.7327,1,0,3,4
1246,ctrl,0,0,1,37.31447664,37765.23072,0,1,2,5
1247,trat2,1,1,0,28.86586624,66148.44533,1,0,1,2
1248,ctrl,0,0,1,44.00794359,47360.59829,0,1,3,2
1249,ctrl,0,0,1,38.93832728,52460.34201,0,1,3,2
1250,trat1,1,0,0,39.53672871,33369.44492,1,1,3,3
1251,trat1,1,0,0,30.68897036,42890.12428,0,0,3,3
1252,trat2,0,0,0,57.85586201,45539.09264,0,1,2,3
1253,trat2,1,1,0,50.05022597,63961.72521,1,1,4,3
1254,ctrl,0,0,0,38.47867089,57676.91883,1,0,3,2
1255,ctrl,0,0,1,47.61153821,46819.73796,0,1,3,4
1256,trat1,1,1,0,53.26096789,54553.8522,0,1,3,1
1257,ctrl,0,0,1,27.80328079,28456.5407,0,1,5,2
1258,ctrl,0,0,0,40.76750571,44096.41994,1,0,3,2
1259,trat1,1,1,1,54.76116094,55518.48574,1,1,5,5
1260,trat2,0,0,1,59.8001207,35545.57706,0,1,2,2
1261,ctrl,0,0,0,55.27299595,52499.6572,1,0,5,2
1262,trat2,1,1,0,30.97838475,56886.82825,0,0,2,3
1263,ctrl,0,0,0,51.45753574,47937.53015,1,1,3,1
1264,ctrl,0,0,1,32.0736285,34186.48077,0,1,3,3
1265,trat1,0,0,1,33.60408753,50582.98152,1,0,2,2
1266,ctrl,1,0,1,62.97379601,45579.45109,1,0,2,3
1267,trat2,1,1,1,18,57237.08628,1,1,4,5
1268,trat1,1,1,0,50.87408237,67355.94427,1,0,3,2
1269,ctrl,1,1,1,49.92079782,30448.80047,0,1,5,3
1270,trat1,0,0,1,57.7788706,49415.99478,1,0,3,3
1271,ctrl,0,0,1,50.36636873,37215.25938,0,0,3,2
1272,trat1,1,0,1,34.63399897,54123.1912,0,0,3,3
1273,trat2,1,1,0,35.32535306,61833.79007,0,0,3,3
1274,trat2,0,0,0,70,63547.27915,1,0,2,2
1275,trat1,1,0,1,39.42720606,47519.6561,1,1,3,2
1276,trat2,1,1,1,37.38201347,61265.71597,0,0,3,2
1277,trat1,1,1,1,46.47265314,60069.71626,1,1,1,3
1278,trat2,1,1,0,23.83939361,66428.18873,1,0,3,3
1279,ctrl,0,0,1,56.19738703,47436.00391,0,1,3,3
1280,trat2,0,0,0,45.20129795,41413.33703,1,1,2,2
1281,ctrl,0,0,1,50.61748015,41987.9643,0,0,5,4
1282,trat1,0,0,0,66.5045453,40152.7621,1,0,2,3
1283,trat2,0,0,1,48.16290897,51854.40211,1,0,1,5
1284,trat1,1,1,0,35.78505048,61627.30081,1,1,3,5
1285,trat2,1,1,0,34.81924033,70555.12103,1,1,3,5
1286,ctrl,0,0,0,55.46220091,53236.86906,0,1,2,2
1287,trat1,0,0,0,53.76937629,39876.33352,0,0,3,5
1288,trat2,1,1,0,18,64185.21618,1,1,3,2
1289,trat2,1,0,1,53.86099657,54289.59063,0,1,2,3
1290,trat2,1,1,0,39.98238861,62555.89726,1,0,4,2
1291,trat1,0,0,0,53.85711515,34127.72451,0,0,2,2
1292,trat2,0,0,1,38.62238528,47276.34057,1,0,2,4
1293,ctrl,0,0,1,64.90529845,51154.66882,0,0,3,2
1294,trat1,1,1,0,34.75825903,54326.46972,0,0,3,2
1295,trat2,0,0,1,47.91093621,43238.87156,0,0,2,3
1296,ctrl,0,0,1,51.26926336,42426.32709,1,1,2,3
1297,trat1,1,0,0,47.3742954,39231.41508,1,1,3,4
1298,trat1,1,1,1,59.01726669,64177.9901,1,0,2,3
1299,trat1,1,0,1,36.70582646,52383.61091,1,0,4,2
1300,trat2,1,1,0,44.16702727,60962.11148,0,1,3,2
1301,ctrl,1,0,0,48.37427422,37865.96694,0,0,3,3
1302,trat2,1,1,1,30.21900292,68735.87077,0,0,3,3
1303,trat2,0,0,0,41.26406507,44367.8288,1,1,2,5
1304,trat1,1,0,1,40.96932337,54503.44531,0,1,4,2
1305,trat1,1,1,0,39.82031456,55920.01883,0,1,2,3
1306,trat2,1,1,0,27.18542501,65908.47995,0,0,2,4
1307,ctrl,0,0,1,70,51473.58903,1,1,3,3
1308,ctrl,0,0,0,56.34016133,51989.22171,0,1,2,3
1309,trat1,0,0,0,39.49609794,41854.03785,0,0,2,3
1310,ctrl,1,1,0,47.30552893,30982.97833,0,0,2,2
1311,ctrl,0,0,0,59.5351924,34061.4182,1,0,2,2
1312,trat2,1,1,0,41.26787066,59606.97492,0,0,3,3
1313,trat1,1,1,0,50.50102255,54232.65201,1,0,3,2
1314,ctrl,0,0,1,51.14606954,49254.29316,1,0,3,3
1315,trat1,0,0,1,43.65128953,54275.7398,0,0,1,3
1316,ctrl,0,0,1,41.73019121,37913.98382,1,0,3,5
1317,trat1,1,1,1,51.10997559,66721.18511,1,1,2,3
1318,ctrl,0,0,1,48.30015672,45240.14557,1,1,5,2
1319,trat2,1,1,0,45.25527217,67492.54607,1,0,3,2
1320,ctrl,1,0,1,67.16245773,55384.03439,0,1,3,3
1321,trat1,1,0,1,34.55131017,54591.44468,1,1,5,1
1322,ctrl,0,0,1,50.7717981,48025.47928,1,1,4,3
1323,trat1,1,1,1,52.12121399,52097.64801,1,1,3,3
1324,trat2,1,1,0,26.54161518,58579.56284,0,0,3,3
1325,trat1,0,0,0,51.06750672,33623.13183,1,1,5,2
1326,trat2,0,0,1,50.75225147,48371.9003,1,1,3,2
1327,trat2,0,0,1,45.44851047,48501.0944,0,0,3,4
1328,trat2,1,1,0,41.39732539,56250.54932,0,1,3,1
1329,ctrl,1,0,1,40.29955118,44313.48969,0,1,3,2
1330,trat2,1,1,0,41.80947687,63442.47064,1,0,3,2
1331,trat2,1,1,0,35.46449094,66226.84145,0,1,2,2
1332,ctrl,1,1,0,39.273733,29768.52672,1,1,2,2
1333,trat2,1,0,1,51.92464807,33114.61124,1,1,3,2
1334,trat2,1,0,1,59.73557735,46284.27797,0,1,3,2
1335,trat2,1,1,0,26.68050457,64536.15595,0,1,3,3
1336,ctrl,0,0,1,59.74682101,53488.4575,1,1,2,3
1337,trat1,1,1,1,51.3816244,54015.36653,1,0,3,3
1338,trat1,1,1,1,50.18074666,61918.9342,1,1,3,5
1339,trat1,1,1,0,36.11062517,58733.13469,0,0,3,2
1340,trat2,0,0,1,47.58606329,55305.81692,1,0,2,2
1341,ctrl,0,0,1,61.03674975,44016.94086,0,1,2,3
1342,trat2,1,1,0,18,62128.832,1,1,3,3
1343,trat2,0,0,1,47.52903401,50016.23369,0,0,2,1
1344,ctrl,1,1,0,46.54146201,30353.20512,0,1,2,2
1345,trat2,0,0,0,45.18283645,48677.97818,0,0,2,2
1346,trat1,1,1,0,48.58754125,61121.49966,1,0,3,2
1347,ctrl,0,0,0,36.26088802,45559.22828,1,1,5,2
1348,trat2,0,0,0,55.84382522,41326.56011,1,0,3,2
1349,trat2,1,1,0,46.72975811,59303.50231,1,1,3,2
1350,trat2,0,0,0,49.75120176,44054.67332,0,1,3,3
1351,ctrl,0,0,1,57.76515999,45242.06651,0,0,2,3
1352,ctrl,0,0,0,41.2045341,48426.63736,1,0,5,3
1353,ctrl,1,1,0,67.30621483,28297.74257,0,0,2,3
1354,ctrl,0,0,0,43.7540624,53956.00353,1,1,2,2
1355,ctrl,0,0,0,39.65875911,35579.23385,0,1,2,3
1356,trat2,0,0,1,49.17797261,39069.82922,1,0,2,5
1357,ctrl,0,0,0,24.07625303,40269.49445,1,1,3,3
1358,trat1,0,0,0,57.61684098,31043.87,0,1,3,1
1359,ctrl,0,0,1,49.17348289,44752.46924,1,0,3,4
1360,trat2,1,0,0,45.17446313,36707.64768,0,0,2,3
1361,trat2,1,1,1,24.55596802,57465.96804,0,1,3,4
1362,ctrl,1,1,0,48.5725312,32542.79746,0,1,3,3
1363,trat1,0,0,1,52.82584861,48700.57225,1,0,1,1
1364,trat2,0,0,0,46.60210272,55445.1376,0,1,1,3
1365,ctrl,0,0,0,42.81308253,43060.98211,0,1,2,3
1366,ctrl,0,0,1,36.13737735,41473.22953,0,0,4,1
1367,ctrl,0,0,1,53.96696596,43101.88124,0,1,2,3
1368,trat2,0,0,0,56.04030938,45442.83476,1,0,3,3
1369,ctrl,1,0,1,46.72894078,50473.79403,0,1,2,2
1370,ctrl,1,0,0,64.59352249,35325.13558,0,0,2,1
1371,ctrl,0,0,1,54.02058688,45920.48472,0,0,1,5
1372,ctrl,1,0,0,65.33302362,51481.59922,1,1,2,2
1373,trat2,0,0,0,42.75164392,38541.71253,0,1,2,3
1374,trat2,0,0,0,42.12169539,32444.66037,1,1,2,2
1375,trat1,0,0,1,39.18974827,39154.28428,0,1,3,2
1376,trat1,0,0,0,55.82438563,48219.7494,0,1,3,4
1377,trat2,1,0,1,52.92762764,39172.32761,0,1,5,5
1378,trat1,0,0,1,57.13659405,30719.56635,0,1,2,3
1379,ctrl,1,0,1,40.11935557,36241.03531,1,1,3,5
1380,trat2,1,1,0,47.95020478,65518.23393,1,1,3,2
1381,trat2,1,0,0,50.95124805,43527.91063,1,0,2,2
1382,trat2,1,1,1,40.19481618,74835.82122,0,0,4,2
1383,trat1,0,0,1,29.6531282,47961.15453,1,0,3,2
1384,ctrl,0,0,0,57.21886608,42960.92964,1,1,3,3
1385,trat1,0,0,1,39.27291909,43364.0672,0,0,2,3
1386,ctrl,0,0,1,59.5675745,50598.15051,0,1,3,3
1387,ctrl,0,0,0,48.35392469,45116.18969,0,1,2,2
1388,trat1,0,0,1,44.33738258,44783.30013,0,0,2,1
1389,ctrl,1,0,1,46.40284427,30092.39914,0,0,3,3
1390,ctrl,0,0,1,66.82496111,50059.76373,1,1,3,2
1391,trat1,1,0,0,46.08277835,44804.37125,1,0,4,3
1392,trat1,1,1,0,61.77933294,51352.96826,0,1,3,4
1393,trat2,1,1,1,32.66743106,60528.60752,0,0,4,3
1394,trat2,1,0,1,69.13949211,42038.56104,1,1,4,3
1395,trat2,1,1,0,30.03360395,69865.32799,0,1,1,2
1396,trat1,0,0,1,49.48259611,56595.46011,1,1,3,2
1397,trat2,1,1,0,38.33946697,70799.27443,1,1,3,2
1398,trat2,1,1,0,28.44720142,64784.60625,1,0,2,3
1399,ctrl,0,0,1,54.52017974,42073.63948,0,0,1,1
1400,ctrl,0,0,1,47.12500136,54723.92397,0,0,2,3
1401,ctrl,0,0,0,52.20011288,45921.51424,1,1,2,2
1402,ctrl,0,0,0,67.2058792,49422.63958,0,0,2,3
1403,ctrl,0,0,0,41.25787808,43700.93612,0,0,3,2
1404,trat2,1,0,0,46.92794018,38492.12943,1,0,2,2
1405,ctrl,0,0,1,48.04601379,55111.52823,0,1,4,2
1406,trat1,1,1,0,43.42035953,58455.03645,0,0,3,3
1407,trat2,1,1,0,29.1479172,63873.75203,1,1,3,3
1408,trat1,0,0,1,51.7591049,47495.58436,1,0,4,2
1409,ctrl,1,0,0,53.33161691,49756.74627,1,1,2,4
1410,trat1,0,0,1,46.59175253,32584.40814,1,0,2,2
